CID NO,NAME,DZONGKHAG,GEWOG,HOUSEHOLD ID,GENDER,FamilyID,FATHER CID NUMBER,MOTHER CID NUMBER,SPOUSE CID NUMBER
10405005286,Karma,Garlic,Garlic5,295310485,Female,1,10901005051,10811006785,10205005067
10404000893,Nirajan Manoj Sabita,Garlic,Garlic4,171432881,Female,23,10606003706,11004000916,10711001127
10505000359,Tshewang Dorji,Hoentshoe,Hoentshoe5,262950628,Female,43,20201006049,10305003949,10706004511
11002006874,Tshewang,Potato,Potato2,768820204,Male,39,10405009375,10703004890,10303008280
10906001989,Dorji,Peas,Peas6,365341213,Female,3,10707009461,10705009727,10606009447
10202004059,Gyeltshen Kinley,Carrot,Carrot2,814763202,Male,34,,,11003004831
11005008626,Gyeltshen Tshering,Potato,Potato5,298362082,Male,24,10807004923,10302002120,10303002221
10807006824,Pema Tshewang,Pumpkin,Pumpkin7,749621470,Female,32,10102004285,10701002249,10803002181
11003009317,Sita,Potato,Potato3,697808098,Female,45,10504005617,10809006168,10904000919
10302009406,Tshewang Tashi Yonten,Dumru,Dumru3,298362082,Female,24,11005008626,10303002221,10808003068
10906002329,Karma Tenzin,Peas,Peas6,753041955,Male,10,10808007272,10906005631,20201005517
11006000440,Lhaki Karma,Potato,Potato6,796233790,Male,40,11003004135,10501009590,10307007406
10803009370,Sonam Gyeltshen Tashi,Pumpkin,Pumpkin3,753041955,Male,10,10808007272,10906005631,10203003921
10402004405,Tenzin Gyeltshen Dorji,Garlic,Garlic2,726600539,Male,35,10807005411,10406006658,20201002868
10103008228,Pema Karma Gyeltshen,Banana,Banana3,686579303,Male,44,11006002587,10606007311,10906002434
10401009749,Amit Nirajan,Garlic,Garlic1,110053353,Female,28,11007009202,10908009669,10404002250
10601007030,Binita Dipak Komal,Ladyfinger,Ladyfinger1,768820204,Female,39,,,11002006126
11005006220,Tshewang Lhaki,Potato,Potato5,213500298,Female,13,10402000742,10101007406,10202007144
10210005649,Tshewang,Carrot,Carrot5,453778756,Male,36,10403001076,10712009173,10104004478
10810008056,Karma Sonam Deki,Pumpkin,Pumpkin10,298704996,Male,26,10305008189,10908007668,10203004609
10708006363,Yonten,Mustard,Mustard8,119540831,Female,18,,,10501002114
11009008115,Tenzin Deki,Potato,Potato9,100604502,Female,14,10401004494,11003006229,10809006168
10503007265,Yonten Tashi,Hoentshoe,Hoentshoe3,790779946,Male,4,11007005374,10302005798,10304002692
11006001229,Wangchuk Sonam,Potato,Potato6,295310485,Female,1,10807009662,10908008847,10601002441
10708001965,Nirajan Binita Prakash,Mustard,Mustard8,933404114,Female,7,10901004374,10404003366,10907006547
10703002584,Tshewang Sonam,Mustard,Mustard3,213500298,Female,13,10401002837,10102002807,10505008375
10902005272,Tshewang Tenzin Pema,Peas,Peas2,34126396,Female,48,10809006176,10907007635,10704004837
10704006815,Choden,Mustard,Mustard4,585126461,Male,37,10604005816,10701006709,10905006580
10504005617,Tshewang,Hoentshoe,Hoentshoe4,697808098,Female,45,10802002711,10710001886,10809006168
20201004026,Tshering Tenzin,Carrot,Carrot1,585582861,Female,21,,,10202008980
10601002286,Kinley Dorji,Ladyfinger,Ladyfinger1,100604502,Female,14,10706000436,10902009924,11007004480
10103000828,Ram Sita Bishnu,Banana,Banana3,262950628,Female,43,10306002108,10811006809,10604009761
10802007605,Sita Gita,Pumpkin,Pumpkin2,262950628,Male,43,,,10808009771
10604001940,Wangchuk Lhaki,Ladyfinger,Ladyfinger4,26855092,Male,33,10603002594,10904000613,10501006078
10401008751,Tenzin Tshering,Garlic,Garlic1,646412689,Female,31,10503007848,10905009539,10402001033
10601005641,Ramesh,Ladyfinger,Ladyfinger1,26855092,Female,33,11009004728,10908003629,10307001525
10707002162,Lhaki,Mustard,Mustard7,361415646,Female,27,10811007619,10705008317,10202001192
10404003908,Kinley Tshewang Karma,Garlic,Garlic4,213500298,Female,13,10402000742,10101007406,10908009863
10601008561,Lhaki Tashi Wangchuk,Ladyfinger,Ladyfinger1,34126396,Male,48,11001006548,10703008209,10708004646
10705001320,Tenzin Gyeltshen,Mustard,Mustard5,31994523,Male,9,10304007405,11002009363,10707006660
10701005280,Dipak,Mustard,Mustard1,110053353,Male,28,11001000042,10902008282,10905001869
10701006786,Dipak Krishna,Mustard,Mustard1,542621108,Male,8,11009000986,10703001257,10101001298
10202003733,Choden,Carrot,Carrot2,814763202,Male,34,11003004831,10202004059,10503002842
10604009066,Sita,Ladyfinger,Ladyfinger4,166944844,Female,42,10301007133,10702001524,10202008980
11009009632,Deki Lhaki,Potato,Potato9,795285932,Female,22,11004002222,10402004922,11005009232
10706006523,Sonam Tshewang Gyeltshen,Mustard,Mustard6,585126461,Male,37,,,10102004888
10702007385,Sunita Amit,Mustard,Mustard2,110053353,Female,28,10603006102,10807005553,20201004700
10602008872,Ram Ramesh,Ladyfinger,Ladyfinger2,865241839,Female,12,10504009617,10904003981,10806005930
10604007546,Manoj Binita,Ladyfinger,Ladyfinger4,249817734,Male,19,10303007713,10903004341,10709004967
10210005081,Komal,Carrot,Carrot5,749621470,Female,32,10102004285,10701002249,11003005134
10604004177,Kinley Deki,Ladyfinger,Ladyfinger4,234760738,Male,47,10701000762,10502004106,10707000950
10505009783,Nirajan Sabita,Hoentshoe,Hoentshoe5,100604502,Male,14,10302000085,10808003068,10804007432
10101004542,Gyeltshen,Banana,Banana1,236696312,Male,30,10502001922,11004006439,10704008044
10502008786,Tshewang Kinley Lhaki,Hoentshoe,Hoentshoe2,236696312,Female,30,10502001922,11004006439,10806005930
10406001251,Tshering Lhaki Dorji,Garlic,Garlic6,634036506,Female,16,10505008285,10103005620,10803002181
10811004871,Karma Yonten Kinley,Pumpkin,Pumpkin11,795285932,Female,22,10304008381,11003003902,10902002506
11003004501,Choden,Potato,Potato3,295310485,Male,1,10908006299,10301000861,10605002525
10301002626,Choden Tenzin,Dumru,Dumru2,482334538,Male,5,,,10809003006
10210005409,Tashi Karma Yonten,Carrot,Carrot5,34126396,Male,48,10809006176,10907007635,10811007619
10711002679,Tashi,Mustard,Mustard11,119540831,Female,18,10809002719,11007004890,10805005347
10905004012,Yonten Sonam,Peas,Peas5,819795579,Female,17,10502004173,10307006329,10205002476
10805004169,Kinley,Pumpkin,Pumpkin5,795285932,Male,22,10601007999,10603004708,10102009626
10505003626,Dipak Bishnu Krishna,Hoentshoe,Hoentshoe5,865241839,Male,12,10301001791,10905007736,10505003066
10802008437,Tashi Tshering Pema,Pumpkin,Pumpkin2,686579303,Female,44,10101003570,10203007873,10710004552
10102003666,Tshering Tashi,Banana,Banana2,298704996,Male,26,10707007417,10606002925,10405007230
10202008980,Tshewang Tashi,Carrot,Carrot2,585582861,Male,21,,,20201004026
10302005500,Prakash Nirajan,Dumru,Dumru3,602632297,Male,49,10809001435,10306004833,10908005590
10905002509,Kinley Tenzin,Peas,Peas5,753041955,Male,10,,,10403006525
10301006484,Dipak,Dumru,Dumru2,262950628,Female,43,10306002108,10811006809,10706008303
10102001010,Pema Sonam Dorji,Banana,Banana2,753041955,Female,10,10809003585,10601009649,10811003839
10603006001,Lhaki Sonam,Ladyfinger,Ladyfinger3,697808098,Male,45,10504005617,10809006168,10601005641
10306007478,Gyeltshen Choden,Dumru,Dumru7,365341213,Male,3,10707009461,10705009727,10702001380
10102004781,Sonam Karma Kinley,Banana,Banana2,933404114,Female,7,10901002296,10307002174,10401002837
10703004890,Tenzin,Mustard,Mustard3,768820204,Female,39,,,10405009375
10708005218,Wangchuk Choden Gyeltshen,Mustard,Mustard8,450455977,Female,38,10603002847,10804003858,10704000613
11004005353,Sonam,Potato,Potato4,933404114,Male,7,10901002296,10307002174,10402005456
10603004562,Gyeltshen,Ladyfinger,Ladyfinger3,361415646,Female,27,10705007259,10501006078,10304002693
11001002290,Choden,Potato,Potato1,450455977,Female,38,10603002847,10804003858,11005002167
10307004593,Kinley Tenzin,Dumru,Dumru1,814763202,Female,34,10401008042,10307005600,10906008864
11009009234,Gyeltshen,Potato,Potato9,239670711,Female,29,11009005155,10701003827,10901008824
10303001404,Gyeltshen,Dumru,Dumru4,542621108,Male,8,,,10810001612
10202004313,Gyeltshen Deki,Carrot,Carrot2,646412689,Male,31,10603007803,10903008920,10901002909
10810002937,Gyeltshen Lhaki,Pumpkin,Pumpkin10,795285932,Male,22,10804005759,10202000893,10203008700
10908004739,Ramesh Manoj,Peas,Peas8,34126396,Male,48,11001006548,10703008209,10202000893
10303008017,Lhaki Yonten,Dumru,Dumru4,231191390,Female,41,,,10101004272
11007009088,Tashi,Potato,Potato7,31994523,Female,9,,,10803006154
10802005555,Lhaki Tenzin,Pumpkin,Pumpkin2,768820204,Female,39,,,10104006455
10606002170,Tashi Choden,Ladyfinger,Ladyfinger6,790779946,Female,4,11007005374,10302005798,10304007060
10603002662,Yonten,Ladyfinger,Ladyfinger3,542621108,Female,8,10810001612,10303001404,10205007916
11009009875,Tshewang,Potato,Potato9,482334538,Female,5,10804002248,10707006821,11003005134
10301003044,Krishna Komal Sita,Dumru,Dumru2,236696312,Male,30,10405006065,10401004945,10712000992
11005005546,Tashi Deki Karma,Potato,Potato5,869119330,Male,46,10603009707,10803000634,10908002768
10806005378,Tashi Pema,Pumpkin,Pumpkin6,753041955,Female,10,10808007272,10906005631,10707007417
10205004087,Manoj,Carrot,Carrot4,28492780,Male,2,10704009833,10502003288,10502009626
10304007405,Dorji Lhaki Tashi,Dumru,Dumru5,31994523,Male,9,10307008423,11004003120,11002009363
10604001858,Deki,Ladyfinger,Ladyfinger4,790779946,Female,4,10306000500,10605009874,11003002439
10601007303,Tenzin,Ladyfinger,Ladyfinger1,110053353,Female,28,11007009202,10908009669,11002009943
10707000936,Tashi Kinley,Mustard,Mustard7,726600539,Male,35,,,10908004918
10406002293,Wangchuk Sonam,Garlic,Garlic6,726600539,Female,35,10606006857,20201007314,10908004739
10710006211,Sunita,Mustard,Mustard10,26855092,Female,33,10603002594,10904000613,11007008830
11007007575,Tashi Pema,Potato,Potato7,796233790,Male,40,10305006622,10811001633,10805009044
10402002580,Lhaki Dorji,Garlic,Garlic2,298362082,Female,24,10210003456,10102009626,10811003839
10803007405,Pema Karma,Pumpkin,Pumpkin3,632719211,Female,50,10504005147,10404006745,10304000430
10402006363,Ramesh Komal Ram,Garlic,Garlic2,632719211,Female,50,10606006275,10810005663,10604006819
10905003974,Binita Manoj,Peas,Peas5,119540831,Male,18,10810001624,11009003625,10802001129
10301007055,Sabita Dipak,Dumru,Dumru2,686579303,Female,44,10101003570,10203007873,10908000659
10307008423,Choden Pema,Dumru,Dumru1,31994523,Male,9,,,11004003120
10810000307,Wangchuk Choden,Pumpkin,Pumpkin10,933404114,Male,7,10811006230,10302005236,10205009214
10407008035,Dipak,Garlic,Garlic7,450455977,Male,38,11005000241,10401009032,10901003833
10205002476,Wangchuk Pema,Carrot,Carrot4,726600539,Male,35,10908004918,10707000936,10708004646
10708002979,Gyeltshen Karma,Mustard,Mustard8,231191390,Male,41,10904001647,10807000971,10601007030
10102006882,Deki Dorji,Banana,Banana2,365341213,Female,3,11001009421,10804007432,10203009730
10707007251,Tashi Dorji Yonten,Mustard,Mustard7,726600539,Male,35,10502002001,20201002068,10709006288
11002006126,Wangchuk,Potato,Potato2,768820204,Male,39,10104006455,10802005555,10601007030
11004004697,Nirajan Sita,Potato,Potato4,166944844,Male,42,10301007133,10702001524,10708006363
10703003841,Tenzin Karma,Mustard,Mustard3,6977991,Female,6,10305005417,10601005313,11005005804
10903004161,Deki Wangchuk Tenzin,Peas,Peas3,295310485,Female,1,10807009662,10908008847,10404008938
10806000635,Lhaki Yonten Kinley,Pumpkin,Pumpkin6,585582861,Female,21,10601000056,10809000842,10702005327
10203001641,Choden,Carrot,Carrot3,361415646,Male,27,10503006965,10805009608,10303005514
10405009375,Tashi Wangchuk,Garlic,Garlic5,768820204,Male,39,10104006455,10802005555,10703004890
10810008238,Deki Tashi Tenzin,Pumpkin,Pumpkin10,646412689,Male,31,10202004313,10901002909,10802007056
10805009297,Karma Tshering,Pumpkin,Pumpkin5,753041955,Male,10,10403006525,10905002509,10706005314
11009006566,Tshewang Pema Wangchuk,Potato,Potato9,726600539,Male,35,,,10104002159
20201004700,Nirajan,Carrot,Carrot1,753041955,Male,10,10403006525,10905002509,10602001113
10202000990,Tashi Sonam,Carrot,Carrot2,482334538,Female,5,10804002248,10707006821,10903009508
11005003295,Wangchuk,Potato,Potato5,796233790,Female,40,10808000256,10802002079,10811000152
10805005228,Tshering,Pumpkin,Pumpkin5,482334538,Male,5,10210008866,10602005912,10712007126
10908001215,Tshewang Yonten,Peas,Peas8,298362082,Female,24,11005008626,10303002221,10904002780
10907008938,Tashi Tshewang Gyeltshen,Peas,Peas7,482334538,Male,5,10407004512,10706002736,10905007736
10604001551,Pema,Ladyfinger,Ladyfinger4,239670711,Male,29,,,10203008700
11005005063,Deki,Potato,Potato5,697808098,Male,45,10404007205,10203001600,10601007030
10706003680,Sabita Gita Nirajan,Mustard,Mustard6,697808098,Male,45,10404007205,10203001600,10701009244
10903004341,Dorji,Peas,Peas3,249817734,Female,19,,,10303007713
11009001705,Dorji Pema Yonten,Potato,Potato9,231191390,Female,41,10811005661,10403009954,10203001336
10906007886,Karma Lhaki,Peas,Peas6,26855092,Female,33,,,10102005916
11002009943,Kinley Dorji,Potato,Potato2,450455977,Male,38,10603002847,10804003858,10803006878
10104001889,Krishna,Banana,Banana4,31994523,Female,9,10803006154,11007009088,10707006022
11007000158,Nirajan Sita,Potato,Potato7,795285932,Female,22,10804005759,10202000893,10606000626
11002006858,Sabita,Potato,Potato2,697808098,Female,45,10210005401,10708004414,10306008780
10805009601,Sonam,Pumpkin,Pumpkin5,726600539,Female,35,10807005411,10406006658,10808009563
10503002504,Dorji,Hoentshoe,Hoentshoe3,93349856,Male,15,11009009999,10601005456,10405008021
10503001245,Gita Amit,Hoentshoe,Hoentshoe3,234760738,Female,47,10504000972,10711006732,11007008830
10706004285,Dorji,Mustard,Mustard6,749621470,Female,32,,,11009001838
10601007391,Karma Yonten,Ladyfinger,Ladyfinger1,31994523,Male,9,10807002532,11005007569,10802007159
10705008308,Nirajan Ram Gita,Mustard,Mustard5,26855092,Female,33,11009004728,10908003629,10502005267
10402001591,Kinley Sonam,Garlic,Garlic2,100604502,Female,14,10401004494,11003006229,10603003376
10810007956,Tenzin Tashi Wangchuk,Pumpkin,Pumpkin10,542621108,Female,8,11009000986,10703001257,10810002192
10905002793,Karma,Peas,Peas5,726600539,Female,35,10502002001,20201002068,10902006532
10703007444,Sunita Bishnu Binita,Mustard,Mustard3,753041955,Male,10,10406005375,10806007007,11002004425
10805000568,Tshewang,Pumpkin,Pumpkin5,790779946,Male,4,11007005374,10302005798,20201007314
10808004836,Sonam Karma Dorji,Pumpkin,Pumpkin8,646412689,Female,31,10603007803,10903008920,10906003279
10908002827,Kinley Yonten,Peas,Peas8,453778756,Female,36,10306002924,10703000449,10803009763
10904000519,Deki Karma,Peas,Peas4,632719211,Female,50,10710004581,10104009977,10702003430
10808009431,Lhaki Pema,Pumpkin,Pumpkin8,295310485,Female,1,10908006299,10301000861,10704001307
10809005003,Kinley Tashi,Pumpkin,Pumpkin9,869119330,Male,46,,,10104000757
20201001478,Tshewang Sonam,Carrot,Carrot1,249817734,Female,19,10802007056,10709001274,10707001958
11005006180,Lhaki Pema,Potato,Potato5,450455977,Male,38,11005000241,10401009032,10802008437
10803001404,Gyeltshen Yonten,Pumpkin,Pumpkin3,819795579,Female,17,10808001557,10701009244,10702004278
11005002167,Dorji Pema,Potato,Potato5,119540831,Male,18,10810001624,11009003625,10202000893
10205007916,Choden Yonten,Carrot,Carrot4,295310485,Male,1,10908006299,10301000861,11004000916
10802007753,Yonten Tashi,Pumpkin,Pumpkin2,814763202,Female,34,10707006992,11006002146,10103007225
10806006213,Wangchuk Kinley,Pumpkin,Pumpkin6,231191390,Female,41,10904001647,10807000971,10202005772
10810004521,Tenzin,Pumpkin,Pumpkin10,6977991,Male,6,10603009045,11006007305,10808004067
10906005636,Kinley,Peas,Peas6,231191390,Male,41,10805005443,10406000725,10203005882
10504001124,Dorji Wangchuk Tshering,Hoentshoe,Hoentshoe4,790779946,Male,4,11007005374,10302005798,10503007848
10903008669,Sunita,Peas,Peas3,34126396,Female,48,11001006548,10703008209,10304002170
10306000500,Tashi Lhaki,Dumru,Dumru7,790779946,Male,4,10801001479,20201004986,10605009874
11006002126,Yonten,Potato,Potato6,933404114,Female,7,10811006230,10302005236,10203007873
10704001887,Pema,Mustard,Mustard4,585126461,Female,37,10102009048,10807006708,10502002067
11005002947,Sita Ramesh,Potato,Potato5,482334538,Female,5,10210008866,10602005912,20201006070
10104006455,Choden,Banana,Banana4,768820204,Male,39,,,10802005555
10406005375,Karma Yonten,Garlic,Garlic6,753041955,Female,10,10809003585,10601009649,10806007007
10903004982,Gyeltshen Choden,Peas,Peas3,542621108,Male,8,10606001715,10302004583,10103005620
10102001458,Tenzin Sonam,Banana,Banana2,234760738,Male,47,10701000762,10502004106,10802004155
11002003304,Dorji Choden,Potato,Potato2,697808098,Female,45,10806006843,10404007371,11007006818
11006008043,Pema Lhaki Wangchuk,Potato,Potato6,768820204,Male,39,11006007714,10801007066,10405007239
10503008928,Dipak Binita Sita,Hoentshoe,Hoentshoe3,6977991,Male,6,,,20201006504
20201003131,Tshering Tenzin,Carrot,Carrot1,236696312,Male,30,10502001922,11004006439,10406009696
10807001911,Bishnu Binita,Pumpkin,Pumpkin7,31994523,Female,9,10304007405,11002009363,10706008303
10104004051,Deki Choden,Banana,Banana4,450455977,Female,38,10603002847,10804003858,10802004269
10810007982,Kinley Tshewang,Pumpkin,Pumpkin10,298362082,Female,24,11005008626,10303002221,10305002683
10603000044,Komal Gita,Ladyfinger,Ladyfinger3,453035110,Female,25,10803006498,11002006767,10805000478
10705003366,Lhaki Choden,Mustard,Mustard5,46654552,Male,2,10303004239,10905005416,10810007982
10302005798,Tshering Tshewang,Dumru,Dumru3,790779946,Female,4,,,11007005374
11009001020,Tashi Deki,Potato,Potato9,585126461,Female,37,10703004632,10301007022,10202001343
10805009131,Yonten,Pumpkin,Pumpkin5,100604502,Female,14,,,10802004295
10405004179,Tashi,Garlic,Garlic5,365341213,Male,3,11001009421,10804007432,10711002419
10701006709,Yonten Pema,Mustard,Mustard1,585126461,Male,37,,,10604005816
10809008715,Tashi,Pumpkin,Pumpkin9,453035110,Male,25,10803006498,11002006767,10103004415
10601005456,Tenzin,Ladyfinger,Ladyfinger1,93349856,Female,15,,,11009009999
11007002999,Tashi Yonten,Potato,Potato7,28492780,Female,2,10704009833,10502003288,10809009560
10205003811,Sabita Ramesh,Carrot,Carrot4,93349856,Male,15,10712003588,10406007657,10810009648
10210004919,Bishnu Sabita,Carrot,Carrot5,295310485,Male,1,10807009662,10908008847,10706005314
11004003267,Tshewang,Potato,Potato4,298704996,Female,26,10305008189,10908007668,10908004739
10906007550,Wangchuk Tshewang,Peas,Peas6,100604502,Female,14,10802004295,10805009131,10903000822
10205009608,Sonam Wangchuk Dorji,Carrot,Carrot4,149827706,Male,20,,,10802004155
10906003279,Lhaki Tshewang,Peas,Peas6,646412689,Male,31,,,10808004836
10501004813,Dorji Lhaki,Hoentshoe,Hoentshoe1,819795579,Male,17,10702000106,10404001013,10404008165
10702000106,Tashi Tshewang Kinley,Mustard,Mustard2,819795579,Female,17,10205008320,10702006906,10404001013
10908005666,Gyeltshen Yonten,Peas,Peas8,234760738,Female,47,10604002417,11004000269,10205009608
10305009240,Tshewang Lhaki,Dumru,Dumru6,34126396,Female,48,10809006176,10907007635,10803007814
10902008282,Choden Tshering,Peas,Peas2,110053353,Female,28,,,11001000042
10306001481,Wangchuk,Dumru,Dumru7,249817734,Female,19,10806000838,10605003777,11002006506
10601008759,Kinley Tashi,Ladyfinger,Ladyfinger1,453778756,Male,36,10707005878,10205002262,10102005629
10707004272,Tshering Deki,Mustard,Mustard7,957970516,Female,11,10301009263,10405007433,10404002250
10712001180,Tashi Karma Tshewang,Mustard,Mustard12,295310485,Male,1,10908006299,10301000861,10810001612
10901008824,Wangchuk,Peas,Peas1,632719211,Male,50,10606006275,10810005663,10603003438
11001005491,Kinley,Potato,Potato1,149827706,Male,20,11005000853,10403001120,10803006498
10202006731,Kinley,Carrot,Carrot2,814763202,Female,34,10101005464,10301007369,11006006739
10303004060,Sonam Tenzin Dorji,Dumru,Dumru4,753041955,Female,10,10808007272,10906005631,10809001435
11002002778,Pema,Potato,Potato2,865241839,Male,12,,,10406003471
10401001101,Karma Yonten,Garlic,Garlic1,749621470,Male,32,10907004689,10706009528,11007009728
10502002067,Manoj Sunita,Hoentshoe,Hoentshoe2,119540831,Male,18,10902000130,10806004460,10403005707
10803006498,Dorji,Pumpkin,Pumpkin3,453035110,Female,25,10707005658,10601004471,11002006767
11006009975,Amit,Potato,Potato6,249817734,Male,19,11003008564,10606001493,11002003304
10701002039,Dorji Choden,Mustard,Mustard1,46654552,Male,2,10303004239,10905005416,10305002504
10803008592,Lhaki Tshewang Tshering,Pumpkin,Pumpkin3,686579303,Female,44,10101003570,10203007873,10203007873
10601002188,Tenzin Deki,Ladyfinger,Ladyfinger1,119540831,Male,18,10810001624,11009003625,10902008282
10503007501,Dorji Gyeltshen,Hoentshoe,Hoentshoe3,814763202,Male,34,10202006731,11006006739,11006002546
10705006167,Tshering Dorji,Mustard,Mustard5,933404114,Female,7,10811006230,10302005236,10501004813
10605001341,Binita Sabita,Ladyfinger,Ladyfinger5,213500298,Male,13,10907003254,10407008486,10603000930
10706006691,Kinley Karma,Mustard,Mustard6,26855092,Female,33,10603002594,10904000613,10606006275
10602002201,Choden Karma Lhaki,Ladyfinger,Ladyfinger2,171432881,Female,23,10606003706,11004000916,10306007478
10303000017,Amit Bishnu,Dumru,Dumru4,171432881,Female,23,11006006150,10604007784,10705008317
11009000945,Binita Nirajan,Potato,Potato9,542621108,Male,8,10606001715,10302004583,10301007055
10301009985,Wangchuk Choden,Dumru,Dumru2,93349856,Female,15,10707006861,11006002546,10502003912
10203009730,Pema Choden Kinley,Carrot,Carrot3,749621470,Male,32,10901002435,11009009768,10708008005
10403002254,Tashi Pema Gyeltshen,Garlic,Garlic3,450455977,Female,38,10603002847,10804003858,10908006853
11004000269,Karma Sonam,Potato,Potato4,234760738,Male,47,,,10604002417
10301005077,Gyeltshen Sonam,Dumru,Dumru2,450455977,Female,38,11005000241,10401009032,10708004843
10709002002,Gyeltshen Yonten,Mustard,Mustard9,869119330,Female,46,,,10802003618
10502009626,Binita Bishnu Ramesh,Hoentshoe,Hoentshoe2,236696312,Female,30,10908004465,10810003909,10810008238
10711001425,Karma,Mustard,Mustard11,646412689,Female,31,10705008740,11005002830,10210007682
10103006035,Choden,Banana,Banana3,249817734,Female,19,,,10405006438
10403003696,Karma Tenzin,Garlic,Garlic3,453035110,Male,25,10803006498,11002006767,10811001259
10601002149,Lhaki Choden Yonten,Ladyfinger,Ladyfinger1,149827706,Female,20,10301008576,10401009115,10407009042
10705003263,Deki Tashi,Mustard,Mustard5,149827706,Male,20,10709001795,10704008044,10307008808
10404006765,Gyeltshen,Garlic,Garlic4,585582861,Female,21,,,10505006965
10605006043,Deki,Ladyfinger,Ladyfinger5,869119330,Female,46,10603009707,10803000634,10803009055
10604007613,Tshering Tashi Kinley,Ladyfinger,Ladyfinger4,231191390,Male,41,10805005443,10406000725,10803006498
10104009195,Dorji Lhaki,Banana,Banana4,298704996,Female,26,10305008189,10908007668,10604001669
10401004291,Tshering Tashi Choden,Garlic,Garlic1,634036506,Male,16,10802001129,10808002880,10501008813
10503004308,Yonten,Hoentshoe,Hoentshoe3,796233790,Female,40,10103004193,10702002050,10805009367
11001001864,Sabita,Potato,Potato1,231191390,Female,41,10802007511,10203001659,10405004984
10305001753,Tshewang Wangchuk Lhaki,Dumru,Dumru6,602632297,Male,49,10809001435,10306004833,10202000990
10805005347,Tenzin,Pumpkin,Pumpkin5,632719211,Male,50,10606006275,10810005663,10709002897
10402002017,Choden Yonten Pema,Garlic,Garlic2,361415646,Male,27,10501000823,10806007204,10203005882
10806007408,Karma Tshering,Pumpkin,Pumpkin6,166944844,Male,42,10202007144,10709005260,10302000771
10304000200,Tenzin,Dumru,Dumru5,365341213,Female,3,11002007912,10402000417,10907004689
10908006991,Lhaki,Peas,Peas8,482334538,Female,5,11001000328,10401002911,10807004583
10104002938,Sabita Komal,Banana,Banana4,814763202,Male,34,10904008214,10706006421,10210008866
10202005772,Pema Tshewang,Carrot,Carrot2,295310485,Male,1,,,10905009470
10402006862,Sonam Wangchuk Tshewang,Garlic,Garlic2,453035110,Male,25,10803006498,11002006767,10802009085
10202001192,Ram Manoj,Carrot,Carrot2,31994523,Male,9,10807002532,11005007569,10304005489
10305003125,Yonten Karma Tashi,Dumru,Dumru6,166944844,Male,42,10301007133,10702001524,10801005060
10808006211,Pema,Pumpkin,Pumpkin8,602632297,Female,49,10708006311,11001002414,10904009615
10807004583,Dorji,Pumpkin,Pumpkin7,482334538,Male,5,,,10908006991
10406007210,Pema Wangchuk,Garlic,Garlic6,869119330,Female,46,10902003389,10604009370,10603002847
10504004560,Tashi,Hoentshoe,Hoentshoe4,234760738,Male,47,10701000762,10502004106,10601007303
10811006785,Amit,Pumpkin,Pumpkin11,295310485,Male,1,,,10901005051
10807002444,Tshering Dorji Tashi,Pumpkin,Pumpkin7,31994523,Male,9,10304007405,11002009363,10306008966
10303009141,Gyeltshen Wangchuk,Dumru,Dumru4,749621470,Male,32,10710004965,10904000317,10907009789
10904000613,Bishnu Binita,Peas,Peas4,26855092,Female,33,,,10603002594
10405008021,Tshewang Gyeltshen Deki,Garlic,Garlic5,93349856,Female,15,11009009999,10601005456,10705003263
10503007365,Deki,Hoentshoe,Hoentshoe3,646412689,Female,31,10808004836,10906003279,10202008543
10809004456,Tashi,Pumpkin,Pumpkin9,149827706,Male,20,10302005153,10405005422,10809006176
10303000828,Gyeltshen Yonten Tshewang,Dumru,Dumru4,361415646,Female,27,10501000823,10806007204,10702009106
10705007780,Ramesh,Mustard,Mustard5,933404114,Male,7,10901004374,10404003366,10710006211
11007006818,Karma Dorji,Potato,Potato7,726600539,Male,35,10807005411,10406006658,10803007348
10405007230,Gita Manoj Amit,Garlic,Garlic5,646412689,Female,31,11002007939,10808006135,11002002778
10811000152,Lhaki Choden,Pumpkin,Pumpkin11,450455977,Male,38,10402009579,10905001712,20201004026
10709005260,Karma Choden,Mustard,Mustard9,166944844,Female,42,,,10202007144
10305004720,Deki,Dumru,Dumru6,93349856,Male,15,10707006861,11006002546,10306006201
10904003981,Tshering,Peas,Peas4,865241839,Female,12,,,10504009617
10701002330,Tshewang Yonten Sonam,Mustard,Mustard1,6977991,Male,6,,,10706000356
11009004033,Tshewang Dorji Karma,Potato,Potato9,542621108,Male,8,11009000986,10703001257,10707002854
10403001817,Yonten Deki Wangchuk,Garlic,Garlic3,749621470,Male,32,10403007586,10707002954,10706004825
10903004951,Gyeltshen,Peas,Peas3,957970516,Male,11,10801000908,10403009225,10906007342
10304003361,Karma Tshewang Wangchuk,Dumru,Dumru5,110053353,Female,28,10603006102,10807005553,10303005493
11003008355,Sonam Gyeltshen,Potato,Potato3,239670711,Female,29,10307001344,10702007579,10405004489
10401004494,Tashi,Garlic,Garlic1,100604502,Female,14,10802004295,10805009131,11003006229
10907006547,Tshewang Tashi,Peas,Peas7,768820204,Male,39,11002006126,10601007030,10307004593
10104000753,Pema Tshering,Banana,Banana4,249817734,Female,19,10604007546,10709004967,10702002050
10907002304,Deki,Peas,Peas7,634036506,Male,16,10505008285,10103005620,10203004609
10102005523,Gita Ram,Banana,Banana2,795285932,Male,22,11009009632,11005009232,10404000149
